,id,lat,lon,addr:city,addr:housenumber,addr:state,addr:street,name,phone,capacity,addr:postcode,contact:instagram,email,postal_code,instagram,twitter,addr:housename,location,addr
486,2846684670,40.7677861,-73.9116338,,25-01,,Steinway Street,Sands of Persia,,,11103,,,,,,,,
487,2846780757,40.7656278,-73.9192526,,30-06,,34th Street,Chip City,(917) 745-0101,,11103,,,,,,,,
488,2846780759,40.765578,-73.9192929,,30-08,,34th Street,Kung Fu Tea,,,11103,,,,,,,,
489,2846792636,40.7627789,-73.9204923,,34-20,,31st Avenue,Coffee Lab,,,11106,,,,,,,,
490,2847155477,40.7650671,-73.9393789,,9-02,NY,34th Avenue,Flor De Azalea,+1 718 777 0523,,11106,,,,,,,,
491,2850982606,40.7633433,-73.771073,,41-06,,Bell Boulevard,Martha's Country Bakery,,,11361,,,,,,,,
492,2853050594,40.7519896,-73.9255705,,37-18,NY,Northern Boulevard,Coffeed,+1 718 6061299,,11101,,,,,,,,
493,2853426879,40.7704743,-73.8920016,,21-02,,78th Street,Bakery Cafe,,,11370,,,,,,,,
494,2868687318,40.6606255,-73.7684448,,,,,Breaking Barriers Christian Bookstore and Coffee Shop,+1-631-504-4697,,,,,,,,,,
495,2870890239,40.7092917,-73.8299776,Kew Gardens,80-62,NY,Lefferts Boulevard,Mr. Wish,+1-347-767-4344,,11415,,,,,,,,
496,2881757687,40.7567369,-73.7678124,,47-04,,Bell Boulevard,Peter's Hot Bagel,,,11361,,,,,,,,
497,2882114302,40.7400532,-73.7912001,Queens,183-01,NY,Horace Harding Expressway Service Road North;Horace Harding Expressway,Star Care,,,11365,,,,,,,,
498,2882311702,40.7398345,-73.8152924,,60-04,,Kissena Boulevard,Kissena Cafe,,,11355,,,,,,,,
499,2883466310,40.7596293,-73.8303649,Flushing,39-22,NY,Main Street,Coco,+1-718-321-8566,,11354,,,,,,,,
500,2883480565,40.7580314,-73.829601,Flushing,41-02,NY,Main Street,Starbucks,+1 718-358-9355,,11355,,,,,,,,
501,2883913635,40.7797043,-73.8461782,Queens,22-16,NY,College Point Boulevard,Inblue Coffee Roaster,,,11356,,,,,,,,
502,2884017661,40.7460474,-73.8598778,,46-10,,104th Street,Mama's Backyard Cafe,+1-718-565-9104,,11368,,,,,,,,
503,2884381855,40.7614943,-73.8675775,,101-20,,Astoria Boulevard,Black Sheep Coffee House,,,11369,,,,,,,,
504,2895301059,40.6576676,-73.8391993,,159-49,,Cross Bay Boulevard,Etto,,,11414,,,,,,,,
505,2897265318,40.709679,-74.0083821,,71,,Nassau Street,d Elici,+1 212-587-5740,,10038,,,,,,,,
506,2897270433,40.7102382,-74.0106426,,22,,Cortlandt Street,The Coffee Bean & Tea Leaf,,,,,,,,,,,
507,2897876740,40.7182651,-74.007295,New York,372,NY,Greenwich Street,Starbucks,+1 929-923-1534,,10013,,,,,,,,
508,2898706760,40.7071222,-74.0049867,New York,135,,John Street,Coffee Project New York | Financial District,+13157146564,,10038,,,,,,,,
509,2898706761,40.7065796,-74.0050348,,,,,Flavors,+12124802561,,10038,,,,,,,,
510,2912097356,40.8999191,-73.9125427,,,,,,,,,,,,,,,,
511,2946299764,40.7533516,-73.9957959,,365,,West 34th Street,34th Bagels & More,+1-347-691-6172,,10001,,,,,,,,
512,2956614141,40.7711259,-73.8269158,Flushing,29-42,NY,Union Street,Paris Baguette,929-305-0404,,11354,,,,,,,,
513,2985573623,40.7412113,-74.004914,New York,52,,9th Avenue,Le Pain Quotidien,,,10014,,,,,,,,
514,3041538637,40.7343889,-74.002678,,,,,Cafe Condesa,,,,,,,,,,,
515,3041561933,40.7354463,-74.0031986,,,,,Sant Ambroeus,,,,,,,,,,,
516,3041587933,40.7352996,-74.0062382,New York,551,NY,Hudson Street,Cafe Panino Mucho Gusto,+1-212-229-2799,,10014,,,,,,,,
517,3057117017,40.760572,-73.9687188,New York,140,,East 57th Street,Juan Valdez Café,+1 917-289-0981,,10022,,,,,,,,
518,3061926346,40.7074571,-73.9402479,Brooklyn,222,,Montrose Avenue,Dun-Well Doughnuts,+1-347-294-0871,,11206,@dunwelldoughnuts,,,,,,,
519,3118144380,40.665751,-73.9099068,,,,,Tropical Coffee Shop,,,,,,,,,,,
520,3143926573,40.7724449,-73.9499445,New York,1515,NY,York Avenue,Starbucks,+1 212-472-3581,,10028,,,,,,,,
521,3144820987,40.6418353,-73.96338,,,,,Madeline,,,,,,,,,,,
522,3144821006,40.6600527,-73.9532648,,499,,Rogers Avenue,PLG Brooklyn,,,11225,,,,,,,,
523,3147863538,40.717832,-73.9904985,New York,81,NY,Orchard Street,Roasting Plant,+1-212-775-7755,,10002,,,,,,,,
524,3153302100,40.7120232,-73.9412907,,799,,Grand Street,Flower Power Cafe,13477991611,,,,,,,,,,
525,3153553993,40.6396053,-73.9676128,,1106,,Cortelyou Road,Connecticut Muffin,,,,,,,,,,,
526,3153554058,40.6408437,-73.9648662,,1416,,Cortelyou Road,Catskill Bagel,,,,,,,,,,,
527,3154231930,40.6869934,-73.9753732,Brooklyn,33,NY,Lafayette Avenue,Baba Cool,+1-347-689-2344,,11217,,hello@babacoolbk.com,,,,,,
528,3154231943,40.6860974,-73.9735627,,781,,Fulton Street,Hungry Ghost,+1-718-797-3595,,11217,,,,,,,,
529,3154274261,40.7082598,-73.9401186,,,,,Bread Brothers,,,,,,,,,,,
530,3154274268,40.7081622,-73.9397458,,,,,Jessie's Bakery,,,,,,,,,,,
531,3154320971,40.6768587,-74.0132688,,,,,Baked,,,,,,,,,,,
532,3154646654,40.7123642,-73.939496,,861,,Grand Street,Dumpling Cafe,7183028886,,,,,,,,,,
533,3179745213,40.7504102,-73.9928259,New York,2,NY,Penn Plaza,Tim Hortons,+1 212-630-0320,,10121,,,,,,,,
534,3190230455,40.7062033,-74.011905,New York,30,NY,Broad Street,Bluestone Lane Coffee,,,10004,,,,,,,,
535,3199078271,40.7129493,-73.9555025,Brooklyn,66,NY,Hope Street,66 Hope Cafe,,,11211,,,,,,,,
536,3212413923,40.717999,-73.9901682,,88,,Orchard Street,Sunday to Sunday,+1 917-675-6096,,,sundaytosundaynyc,ralph@sundaytosundaynyc.com,10002,,,,,
537,3214381356,40.6773649,-73.9638565,,,,,Sit & Wonder,+1-718-622-0299,,,,,,,,,,
538,3214830154,40.6726439,-73.9623811,Brooklyn,409,NY,Lincoln Place,Lincoln Station,,,11238,,,,,,,,
539,3217939901,40.7644229,-73.9879761,New York,774,NY,9th Avenue,Kahve,+1 212 256-0207,,10019,,,,,,,,
540,3233781193,40.7327952,-73.9979676,New York,30,NY,West 8th Street,Stumptown,1-855-711-3385,,10011,,info@stumptowncoffee.com,,,,,,
541,3233782170,40.7306205,-73.9951131,New York,29,NY,Waverly Place,Oren's Daily Roast,+1 212-420-5958,,10003,,,,,,,,
542,3233791134,40.7293867,-73.9987052,New York,230,NY,Thompson Street,The Uncommons,+1-646-543-9215,,10012,,us@uncommonsnyc.com,,,,,,
543,3235708620,40.7779198,-73.978202,New York,267-275,NY,Columbus Avenue,Starbucks,+1 212-579-7834,,10023,,,,,,,,
544,3236430399,40.7631897,-73.9219964,Astoria,31-05,NY,33rd Street,Madame Sousou,(718) 710-6577,,11106,,,,,,,,
545,3248774671,40.7810251,-73.981008,New York,2138,NY,Broadway,Starbucks,,,10023,,,,,,,,
546,3264422314,40.7469335,-73.9933215,New York,315,NY,7th Avenue,Starbucks,+1 646-336-6462,,10001,,,,,,,,
547,3265464818,40.746485,-73.9822904,,48,,East 33rd Street,Gregory's Coffee,,,,,,,,,,,
548,3273820747,40.7557287,-73.9904972,New York,274,NY,West 40th Street,Kiss My Slice,,,10018,,,,,,,,
549,3315216998,40.5773628,-73.9612739,Brooklyn,602,NY,Brighton Beach Avenue,Euroasia Cafe,+1 718-891-0008,,11235,,,,,,,,
550,3338584818,40.8472105,-73.8444918,,,,,Starbucks,,,,,,,,,,,
551,3341829009,40.7736696,-73.9596624,New York,1101,,Lexington Avenue,Pick-A-Bagel,+1 212-517-6590,,10075,,,,,,,,
552,3350673925,40.7031934,-73.9924249,,40,,Water Street,Butler,,,11201,,,,,,,,
553,3356089620,40.7452778,-73.9845987,,,,,Cafe Delectica,,,,,,,,,,,
554,3397669018,40.6642537,-73.980669,,1112,,8th Avenue,Ladybird Bakery,+1-718-499-8108,6,11215,,,,,,,,
555,3413255880,40.7738089,-73.8845606,,,,,Java City,,,,,,,,,,,
556,3421054402,40.7300535,-73.9915669,,,,,Starbucks,,,,,,,,,,,
557,3448911320,40.7777126,-73.9570936,,1228,,Lexington Avenue,Tal Bagels,+1-212-247-6811,,10028,,,,,,,,
558,3452345664,40.8233712,-73.9523695,,3446,,Broadway,Tanto Dulce Cafe,+1 (212) 368-1701,,10031,,,,,,,,
559,3452904870,40.7559373,-73.9234715,Astoria,37-11,NY,35th Avenue,Starbucks,+1 718-706-0464,,11101,,,,,,,,
560,3480352395,40.7646902,-73.9796633,,,,,Blue Dog,,,,,,,,,,,
561,3506087030,40.730322,-74.0003624,New York,119,NY,MacDougal Street,Caffe Reggio,,,10012,,,,,,,,
562,3569401282,40.7596628,-73.9366128,,,,,B&S Coffe Shop,,,,,,,,,,,
563,3574687793,40.7289402,-73.9845472,New York,163,NY,1st Avenue,Tarallucci e Vino,,,10003,taralluccinyc,,,,,,,
564,3574719396,40.727887,-73.982007,,293,,East 10th Street,Horus Café,,,,,,,,,,,
565,3575165389,40.7109207,-73.9678242,,25,,Broadway,Blank cafe,,,,,,,,,,,
566,3577542666,40.7531885,-73.9797511,,11,,East 42nd Street,Bluestone Lane Coffee,,,10017,,,,,,,,
567,3581307956,40.7280641,-73.9932516,New York,400,NY,Lafayette Street,La Colombe Coffee Roasters,212 677 5834,,10003,,,,,,,,
568,3583796993,40.7354601,-73.9861323,New York,145,,East 17th Street,Corbet & Conley,212-982-3939,,10003,,,,,,,,
569,3597257541,40.7542147,-73.9840492,,,,,Le Pain Quotidien,,,,,,,,,,,
570,3627346235,40.8345127,-73.945255,New York,5,NY,Edward M. Morgan Place,Taszo Espresso Bar,,,10032,,,,,,,,
571,3627374568,40.8346192,-73.9452659,New York,9,NY,Edward M. Morgan Place,Caffe Bene,,,10032,,,,,,,,
572,3674126480,40.6633723,-73.984318,,435,,7th Avenue,Couleur Café,+1-718-788-6600,,11215,,,,,,,,
573,3674170468,40.6685322,-73.9804203,,,,,La Bagel Delight,+1-718-768-6107,,,,,,,,,,
574,3674170469,40.6710647,-73.9851813,Brooklyn,326,NY,6th Street,Postmark Cafe,+1-718-768-2613,,11215,,,,,,,,
575,3676784853,40.7326688,-73.986116,New York,226,NY,East 14th Street,ViVi Bubble Tea,+1-212-777-8988,,10003,,,,,,,,
576,3676902927,40.7337952,-73.9865529,,145,,3rd Avenue,Starbucks,,,10003,,,,,,,,
577,3676918489,40.7344416,-73.9860982,New York,165,NY,3rd Avenue,Cupsoul,,,10003,,,,,,,,
578,3722347103,40.6806397,-73.9747435,Brooklyn,245,NY,Flatbush Avenue,Doughnut Plant,,,11217,,,,,,,,
579,3733142431,40.7530185,-73.9772838,Grand Central Station,35,NY,Track,Starbucks,+1 212-370-4161,,10017,,,,,,,,
580,3737556178,40.674634,-73.9815568,,251,,5th Avenue,Kos Kaffe,+1-718-768-6868,,11215,,,,,,,,
581,3743024926,40.7143881,-73.95913,Brooklyn,667,NY,Driggs Avenue,Meyers Bageri,,,11211,,,,,,,,
582,3763236414,40.7428227,-73.9355534,Long Island City,31-00,NY,47th Avenue,Petite Maman,+1 347-617-1723,,11101,,,,,,,,
583,3785185545,40.7693396,-73.9886262,New York,875,NY,10th Avenue,Bagel Market,,,10019,,,,,,,,
584,3792073193,40.7711856,-73.9568688,New York,1449,NY,Second Avenue,Starbucks,+1 212-472-0653,,10021,,,,,,,,
585,3792489700,40.764814,-73.9759888,,41,,West 58th Street,Sip + Co.,+1-917-388-3757,,10019,,,,,,,,
586,3792505152,40.7417954,-73.9970742,,,,,FIKA 7th Avenue,(646) 922-7994,,,,,,,,,,
587,3792513846,40.7510046,-73.9765387,,,,,FIKA Grand Central,(212) 832-0022,,,,,,,,,,
588,3792524993,40.723711,-74.0104259,,,,,FIKA Tribeca & Chocolate Factory,(212) 706-0565,,,,,,,,,,
589,3792532817,40.7458278,-74.0015707,,,,,FIKA 9th Avenue,(646) 590-3275,,,,,,,,,,
590,3793130994,40.7447183,-73.9790898,,472,,3rd Avenue,Blank Street Coffee,,,10016,,,,,,,,
591,3793131890,40.7450755,-73.9789117,,164,,East 33rd Street,Matto Espresso,,,10016,,,,,,,,
592,3804422050,40.7735017,-73.9168591,,,,,Mighty Oak Roasters,,,,,,,,,,,
593,3805991007,40.7139547,-73.9492036,Brooklyn,566,NY,Lorimer Street,Bagelsmith,+1-347-294-0046,,11211,,,,,,,,
594,3805991016,40.7137679,-73.9461019,Brooklyn,289,NY,Manhattan Avenue,Fortunato Brothers,(718) 387-2281,,11211,,,,,,,,
595,3808846153,40.6841002,-73.941024,,,,,Anchor Coffee,,,,,,,,,,,
596,3808872720,40.6814746,-73.9555748,,505,,Franklin Avenue,Cafe Calaca,,,11216,,,,,,,,
597,3810255154,40.6711037,-73.9576449,Brooklyn,341,NY,Eastern Parkway,Starbucks,+1 718-778-0140,,11216,,,,,,,,
598,3819492771,40.7224756,-73.9829662,New York,29,NY,Avenue B,29B Teahouse,+1-646-864-0093,,10009,https://www.instagram.com/29bteahouse/,info@tea-dealers.com,,,,,,
599,3819620508,40.7229149,-73.9832351,,199,NY,East 3rd Street,Kolkota Chai Company,,,10009,,,,,,,,
600,3821171656,40.7536535,-73.984378,,,,,Southwest Porch,,,,,,,,,,,
601,3822484908,40.7200547,-73.9551628,Brooklyn,101,NY,Bedford Avenue,The Bean,,,,,,,,,,,
602,3829610926,40.7503257,-73.9716056,,,,,Chelsea Bagel,,,,,,,,,,,
603,3843956495,40.807525,-73.9608785,,,,,Nous Espresso,,,,,,,,,,,
604,3843979174,40.8858609,-73.9101471,Bronx,3503,NY,Johnson Avenue,Starbucks,+1 718-543-2348,,10463,,,,,,,,
605,3856527489,40.7419355,-73.9608611,Long Island City,52-10,NY,Center Boulevard,Frank Ottomanelli's,,,11101,,,,,,,,
606,3860891458,40.7600363,-73.9205039,,31-86,,37th Street,Seek Coffee,,,,,,,,,,,
607,3862796859,40.780846,-73.917133,,,,,Agnanti Café,,,,,,,,,,,
608,3862797058,40.754429,-73.933859,,38-08,,29th Street,Our Coffee Shop,,,,,,,,,,,
609,3863634562,40.738035,-74.003421,,,,,Grounded,,,,,,,,,,,
610,3863639458,40.737043,-74.003887,,,,,Café Minerva,,,,,,,,,,,
611,3864972068,40.746726,-73.947598,,,,,LIC Corner Café,,,,,,,,,,,
612,3865005275,40.743271,-73.95158,,10-93,,Jackson Avenue,Sweetleaf,+1 917-832-6726,,11101,,sweetleafLIC@gmail.com,,sweetleafnyc,sweetleafLIC,,,
613,3869752135,40.7370022,-73.9896034,,,,,Starbucks,,,,,,,,,,,
614,3874983057,40.7467841,-74.0016172,,405,,West 23rd Street,Joe Coffee Company,+1 212-206-0669,,10011,,,,,,,,
615,3876361757,40.7485056,-74.0087396,New York,62,NY,Chelsea Piers,Bluestone Lane,+1-718-374-6858,,,,,,,,,,
616,3887161496,40.6723462,-73.9834645,,,,,Culture,,,,,,,,,,,
617,3892300447,40.7502191,-73.967463,,,,,UN Visitors Café,,,,,,,,,,,
618,3892789169,40.6652482,-73.9827527,Brooklyn,383,,7th Avenue,Café Grumpy,+1-718-349-7623,,11215,,,,,,,,
619,3925063780,40.725171,-74.00295,New York,189,,Spring Street,Dominique Ansel Bakery,+1 212-219-2773,,10012,,info@dominiqueansel.com,,DominiqueAnsel,DominiqueAnsel,,,
620,3938479922,40.712179,-74.008181,,,,,Starbucks,,,,,,,,,,,
621,3938479923,40.7658131,-73.9653728,,861,,Lexington Avenue,Le Pain Quotidien,,,,,,,,,,,
622,3953943320,40.6772443,-73.986012,,,,,Runner & Stone,+1-718-577-3360,,,,,,,,,,
623,3953943884,40.67686,-73.9863149,,,,,Baba's Pierogies,+1 718 222 0777,,,,,,,,,,
624,3956950395,40.7437478,-73.9790582,,201,,East 31st Street,Banter,,,10016,,,,,,,,
625,3958232658,40.7435815,-73.9920821,New York,750,NY,6th Avenue,Starbucks,+1 646-230-7208,,10010,,,,,,,,
626,3958232662,40.7435359,-73.9925708,,729,,6th Avenue,The Corner Cafe,,,10010,,,,,,,,
627,3960147947,40.7498951,-73.972877,,,,,Starbucks,,,,,,,,,,,
628,3960166157,40.7446682,-73.98756,New York,246,NY,5th Avenue,Think Coffee,,,10001,,,,,,,,
629,3966939353,40.7439872,-73.9858906,,,,,Seven grams,,,,,,,,,,,
630,3971304159,40.7172343,-73.9564033,,,,,Black Star Bakery & Cafe,,,11211,,,,,,,,
631,4015736091,40.719225,-74.0066966,,,,,Gotan,,,,,,,,,,,
632,4046001489,40.697597,-73.967895,Brooklyn,200,,Flushing Avenue,Brooklyn Roasting Company,+1-718-858-5500,,,,,,,,,,
633,4046748105,40.6937302,-73.9227848,,,,,Sunrise Sunset,,,,,,,,,,,
634,4060041033,40.6720888,-73.9902886,,439,,3rd Avenue,Four & Twenty Blackbirds,+1-718-499-2917,,11215,,,,,,,,
635,4071615040,40.7570864,-73.9052234,Woodside,56-02,NY,31st Avenue,Bagelmania,+1 718-766-5250,,11377,,,,,,,,
636,4109992400,40.643698,-73.781688,,,,,Flatiron Coffee Roasters,,,,,,,,,,,
637,4111168991,40.8233265,-73.9426474,New York,301,NY,West 145th Street,Starbucks,+1 212-690-7835,,10039,,,,,,,,
638,4113143110,40.7623369,-73.9258716,Astoria,30-05,NY,Broadway,Lots O Bagels (LOB),+1-718-267-7777,,11106,,,,,,,,
639,4121987909,40.6980282,-73.9247573,Brooklyn,1288,NY,Myrtle Avenue,Bushwick Public House,+1-917-966-8500,,11221,,,,,,,,
640,4121987910,40.6974573,-73.9238126,Brooklyn,219,NY,Central Avenue,First Live Coffee House,,,11221,,,,,,,,
641,4124782089,40.7457175,-74.0054589,,156,,10th Avenue,Cookshop,(212) 924-4440,,,,,,,,,,
642,4130652235,40.7596945,-73.9958873,,,,,Rustic Table ,,,,,,,,,,,
643,4133854273,40.7879358,-73.9534358,,1399,,Madison Avenue,Le Pain Quotidien,+16466633149,,,,,,,,,,
644,4149649611,40.6756179,-73.9563406,,666,,Franklin Avenue,Black Milk,,,11238,,,,,,,,
645,4149654208,40.674047,-73.9569035,,718,,Franklin Avenue,Coffee Land,,,11238,,,,,,,,
646,4149654227,40.7358239,-74.0008231,,,,,Bluestone Lane,+1 646 684 3771,,,,,,,,,,
647,4149654228,40.73833,-74.0053849,,,,,Hudson Cafe,+1 212 390 1744,,,,,,,,,,
648,4149654489,40.7290455,-73.9866452,,307,,East 9th Street,MUD,+1-212-529-8766,,,https://instagram.com/mudcoffeenyc,hello@mudnyc.com,,,,,,
649,4178936437,40.7433724,-73.9580969,,,,,Blackstar Coffee,,,11101,,,,,,,,
650,4181508248,40.8873655,-73.9049519,,,,,An Beal Bocht Cafe,+1 718 884 7127,,,,,,,,,,
651,4194049886,40.6802941,-73.9946681,,343,,Smith Street,Hungry Ghost Coffee,,,11231,,,,,,,,
652,4204705079,40.7684031,-73.91111,,24-21,,Steinway Street,Noisette Pastry Shop,+1 718-433-4211,,,,,,,,,,
653,4204915989,40.7388422,-74.0056803,,,,Hudson Street,High Street on Hudson,,,,,,,,,,,
654,4208955389,40.7345574,-74.0063447,,535,,Hudson Street,Sweet Corner Bakeshop,,,,,,,,,,,
655,4212376889,40.7341718,-74.0074226,,,,,The Elk,+1 212 933 4780,,,,,,,,,,
656,4213578591,40.7593488,-73.9885067,,,,,Carve Café & Pizza,,,,,,,,,,,
657,4227278392,40.7403739,-74.0055542,,28,,9th Avenue,Kobrick Coffee,,,,,,,,,,,
658,4230588256,40.7552587,-73.9945988,New York,265 w,NY,West 37th Street,Ramini espresso bar,,,10018,,,,,,,,
659,4248928405,40.7515474,-73.9705865,New York,844,,2nd Avenue,Matto Espresso,,,10017,,,,,,,,
660,4252850545,40.6751853,-73.9747957,,,,,Bar Basic,+1-347-348-3046,,,,,,,,,,
661,4252887915,40.6756809,-73.9748149,,62,,7th Avenue,Cousin John's,+1-718-622-7333,,11217,,,,,,,,
662,4252917490,40.6742229,-73.9752617,,,,,Velvette Black,,,,,,,,,,,
663,4300438090,40.7281762,-73.9821791,New York,165,NY,Avenue A,Tompkins Square Bagels,+1-646-351-6520,,10009,,,,,,,,
664,4300546590,40.7363315,-73.9971668,,500,,6th Avenue,Murray's Bagels,+1 212-462-2830,,10011,,,,,,,,
665,4312082389,40.7137511,-73.9985135,,,,,10 Below Ice Cream,,,,,,,,,,,
666,4312750372,40.7136847,-73.9657829,Brooklyn,45,NY,South 3rd Street,Freehold,,,11211,,,,,,,,
667,4315763593,40.6733902,-73.9630957,,820,,Washington Avenue,Most High,,,11238,,,,,,,,
668,4315764095,40.6844714,-73.9291389,,243,,Malcolm X Boulevard,Natural Blend,,,,,,,,,,,
669,4316449694,40.6870767,-73.944146,,,,,Maya Congee Cafe,+1-347-326-6003,,,,,,,,,,
670,4316449792,40.7174195,-73.962872,,242,,Wythe Avenue,Depanneur,,,,,,,,,,,
671,4316479489,40.6844783,-73.9918497,,,,,Bee's Knees Provisions,+1-718-971-1197,,,,,,,,,,
672,4316480189,40.7171428,-73.962413,,85,,North 3rd Street,Shanti Shack,,,,,,,,,,,
673,4325385750,40.7125186,-73.9660797,Brooklyn,396,NY,Wythe Avenue,Jane Motorcycles,,,11211,,,,,,,,
674,4330787300,40.7608908,-73.9889333,,,,,Frisson Espresso,,,,,,,,,,,
675,4334482651,40.7159615,-73.9647675,Brooklyn,69,NY,Grand Street,Devoción,+17182856180,,11249,,,,,,,,
676,4348628442,40.689553,-73.9226253,Brooklyn,1071,NY,Gates Avenue,Cup of Brooklyn,,,11221,,,,,,,,
677,4360186863,40.6881049,-73.9866471,,77B,,Hoyt Street,The Little Sweet Café,+1-718-858-8998,,11217,,,,,,,,
678,4394357390,40.7532402,-73.9845838,,70,,West 40th Street,Le Pain Quotidien,+1 212-354-5224,,,https://www.instagram.com/lepainquotidienus,,,,,,,
679,4402180605,40.7636783,-73.9823708,New York,1700,NY,Broadway,Starbucks,+1 212-245-0761,,10019,,,,,,,,
680,4407735236,40.5865941,-74.1678707,Staten Island,2505,NY,Richmond Avenue,Starbucks,+1 718-494-4451,,10314,,,,,,,,
681,4413028226,40.5639129,-74.1151804,,,,,Starbucks,,,,,,,,,,,
682,4414226423,40.5641436,-74.1143881,Staten Island,2754,NY,Hylan Boulevard,Starbucks,+1 718-980-0892,,10306,,,,,,,,
683,4441702689,40.7480793,-73.9892846,New York,875,NY,6th Avenue,Starbucks,+1 212-629-6540,,10001,,,,,,,,
684,4442836595,40.7455323,-73.9943777,New York,275,NY,7th Avenue,Seven Grams Caffe,+1 212-727-1777,,10001,,info@sevengramscaffe.com,,,,,,
685,4444156976,40.7363224,-73.994803,,18,,West 14th Street,ViVi Bubble Tea,,,10011,,,,,,,,
686,4450364090,40.8213006,-73.9445186,,,,,Manhattanville Coffee,,,,,,,,,,,
687,4479054694,40.783839,-73.9584235,,,,,Bluestone Lane,,,,,,,,,,,
688,4479721389,40.7643286,-73.984836,,891,,8th Avenue,Pick a Bagel,+1 212-582-8333,,10019,,,,,,,,
689,4481455792,40.7469873,-73.9969959,,,,,Bean&Bean Coffee,,,,,,,,,,,
690,4491325489,40.7175502,-73.9578621,Brooklyn,189,NY,Bedford Avenue,Bagelsmith,+1 718-218-7414,,11211,,,,,,,,
691,4491370794,40.6759285,-73.9497883,,615,,Nostrand Avenue,Rosalia's Cafe,(718) 758-4640,,,,,,,,,,
692,4491402090,40.6941122,-73.9867868,Brooklyn,6,NY,"Metro Tech, Poly Tech Institute",Starbucks,+1 718-522-2396,,11201,,,,,,,,
693,4494829289,40.7622096,-73.9874605,New York,325,NY,West 49th Street,Starbucks,+1 212-765-2205,,10019,,,,,,,,
694,4503163757,40.7391221,-73.9899657,New York,902,NY,Broadway,Brooks Brothers - Red Fleece Cafe,,,10003,,,,,,,,
695,4513631498,40.7227486,-73.9890819,,205,,Allen Street,ViVi Bubble Tea,+1 646-651-7779,,10014,,,,,,,,
696,4515550805,40.7180559,-73.997117,New York,121,NY,Mott Street,12 Corners,+1 646 717 2849,,10013,,,,,,,,
697,4518440389,40.5952532,-74.0000236,Brooklyn,8973,NY,Bay Parkway,Starbucks,+1 718-265-1069,,11214,,,,,,,,
698,4526577170,40.6816603,-74.0007585,Brooklyn,570,,Henry Street,Henry's Local Café,,,11231,,,,,,,,
699,4526840980,40.6935774,-73.9854421,Brooklyn,2,NY,Metrotech Center,Pret A Manger,,,11201,,,,,,,,
700,4551161735,40.7273019,-73.9861875,New York,81,NY,East 7th Street,Abraço,+1 212 388 9731,,10003,,,,,,,,
701,4555620974,40.7415915,-74.0052445,New York,61,NY,9th Avenue,Starbucks Reserve,+1 212-691-0531,,10011,,,,,,,,
702,4557782565,40.752013,-73.975055,,,,,Bagel Market,+1 212-681-6300,,,,,,,,,,
703,4559245080,40.6949243,-73.9830118,Brooklyn,309,NY,Gold Street,Starbucks,+1 347-997-2633,,11201,,,,,,,,
704,4559289815,40.6924303,-73.9884433,,,,,H Café,,,,,,,,,,,
705,4564273493,40.7436151,-73.9863949,New York,21,NY,East 27th Street,Birch Coffee,+1 212-686-1444,,10016,,27thstreet@birchcoffee.com,,,,,,
706,4568929157,40.7189006,-74.0025174,New York,405,NY,Broadway,Starbucks,+1 646-613-0148,,10013,,,,,,,,
707,4590581470,40.5224847,-74.2165145,Staten Island,6372,NY,Amboy Road,Citi Bagels,+1-718-967-9300,,10309,,,,,,,,
708,4625658555,40.6901367,-73.994571,,156,,Atlantic Avenue,Swallow Cafe,+1-347-689-4192,,11201,,,,,,,,
709,4629752125,40.740124,-74.0014925,,256,,West 15th Street,MatchaBar,+1 212-627-1058,,10011,,,,,,,,
710,4643140509,40.7322343,-73.8663972,Rego Park,92-77,NY,Queens Boulevard,Starbucks,+1 347-997-2496,,11374,,,,,,,,
711,4646428189,40.69506,-73.9492931,,574,,Marcy Avenue,Marcy and Myrtle,,,,,,,,,,,
712,4648572598,40.7073889,-73.8352995,,116-29,,Metropolitan Avenue,Ateaz,,,,,info@ateaz.com,,,,,,
713,4664765789,40.7290876,-73.9982833,New York,550,NY,LaGuardia Place,Joe Coffee Company,,,10012,,,,,,,,
714,4668049689,40.7206037,-73.984423,New York,23,NY,Clinton Street,Boba Guys,,,10002,,,,,,,,
715,4687114892,40.7564367,-73.971716,,,,,New York Luncheonette,,,10022,,,,,,,,
716,4687813992,40.7671306,-73.9224642,,30-04,,30th Street,Astoria Coffee,,,11102,,dennis@astoriacoffeeny.com,,,,,,
717,4691611733,40.7546713,-73.9745591,,,,,Financier,,,,,,,,,,,
718,4708888898,40.7064444,-74.0079647,,,,,Black Fox coffee co.,,,,,,,,,,,
719,4711391870,40.7526386,-73.9845169,New York,45,,West 39th Street,Mangia Organic,,,10018,,,,,,,,
720,4714009789,40.7202282,-73.9965346,,379,,Broome Street,Stone Street,+1-917-8470663,,,,,,,,,,
721,4744338823,40.7423375,-73.9553503,,,,,51st Bakery & Cafe,7187070554,,11101,,,,,,,,
722,4746777521,40.742213,-73.9895802,New York,200,NY,5th Avenue,Eataly,+1-212-229-2560,,10010,,,,,,,,
723,4747210026,40.8285671,-73.9485323,New York,3610,NY,Broadway,Chipped Cup Coffee & Victuals,+1 (212) 368-8881,,10031,,,,,,,,
724,4751253522,40.659434,-73.9813708,,,,,Poetica Coffee,,,,,,,,,,,
725,4751253523,40.660715,-73.9803125,,,,,Connecticut Muffin,,,,,,,,,,,
